S_No,PaperID,Title,TR ,Volumes,ScanTime(Min.Sec),EyeStatus,MFStrength,NumHealthy(M),NumHealthy(F),NumASD(M),NumASD(F),NumAutistic,NumHighFunctioning,LanguageImpaired,NumAspergsr's,NumPDD-NOS,AgeRangeHealthyMean,AgeRangeHealthyStd,AgeRangeASDMean,AgeRangeASDStd,AgeRangeAutistic,AgeRangeAspergsr's,AgeRangePDD-NOS,FIQMean_ASD,FIQStd_ASD,FIQMean_TD,FIQStd_TD,BandpassRangeHighpass(Hz),BandpassRangeLowpass(Hz),Smoothing(fwhm)mm,GSR,CSF,WM,Motion Params,Age,Scrubbing,GCOR,aCOMPCor,Cardiac and respiratory signals regression,Despiking,SeedName,SeedMNI,UnderConnectivityName,UnderConnectivityMNI,OverConnectivityName,OverConnectivityMNI,Notes,Tool,Scanner,DSM,ROIxROI,ROIxVoxels,Participants,Medication,Comorbidities,FIQ >,Over(1) /Under(-1) / Both (0),Summary,Bibtex Citation,IQ Notes
159,15,"Elton, A., Di Martino, A., Hazlett, H. C., & Gao, W. (2016). Neural connectivity evidence for a categorical-dimensional hybrid model of autism spectrum disorder. Biological psychiatry, 80(2), 120-128.",ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,ECN - Right Dorsolateral prefrontal cortex,44 36 20,R superior frontal gyrus,21 45 24,L cerebellum,-12 -59 40,Number of ASD subjects and corresponding subtypes categories doesnot add up. They combines L and R ROIs for IPS in the analysis. So I wrote it seperately in the results. The MNI coordinates of L and R were given,CPAC,ABIDE,5,,1,ABIDE I -  Preprocessed,Yes,-,-,0,"Elton et al in their study, analyzed the resting state FC of DMN, DAN, SN and ECN which are 4 brain neural networks in the brain. They took a seed cluster of voxels corresponding to each of the network which represented each of the network. They they created seed-voxel FC maps of the whole brain with the above chosen seeds. They observed a mix of over and under connectivity of all the seeds with the brain.","@article{elton2016neural,
  title={Neural connectivity evidence for a categorical-dimensional hybrid model of autism spectrum disorder},
  author={Elton, Amanda and Di Martino, Adriana and Hazlett, Heather Cody and Gao, Wei},
  journal={Biological psychiatry},
  volume={80},
  number={2},
  pages={120--128},
  year={2016},
  publisher={Elsevier}
}
",
160,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,ECN - Right Dorsolateral prefrontal cortex,44 36 20,L middle fronntal gyrus,-27 36 36,,,,,,,,,,,,,,,,
161,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,ECN - Right Dorsolateral prefrontal cortex,44 36 20,R precentral gyrus,48 6 9,,,,,,,,,,,,,,,,
162,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,ECN - Right Dorsolateral prefrontal cortex,44 36 20,L postcentral gyrus,-57 -21 39,,,,,,,,,,,,,,,,
163,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,ECN - Right Dorsolateral prefrontal cortex,44 36 20,Medial frontal gyrus,3 57 18,,,,,,,,,,,,,,,,
164,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,SAL - Right interior insula,38 26 -10,L postcentral gyrus,-45 -18 57,Anterior cingulate cortex,-6 6 42,,,,,,,,,,,,,,
165,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,SAL - Right interior insula,38 26 -10,R medial frontal gyrus,12 -21 54,,,,,,,,,,,,,,,,
166,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,SAL - Right interior insula,38 26 -10,L middle frontal gyrus,-27 60 6,,,,,,,,,,,,,,,,
167,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DMN - Posteiror cingulate cortex,1 -55 17,,,L supramarginal gyrus,-30 -48 36,,,,,,,,,,,,,,
168,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DMN - Posteiror cingulate cortex,1 -55 17,,,R superior/middle frontal gyrus,45 42 30,,,,,,,,,,,,,,
169,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DMN - Posteiror cingulate cortex,1 -55 17,,,L middle frontal gyrus,-36 33 21,,,,,,,,,,,,,,
170,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DMN - Posteiror cingulate cortex,1 -55 17,,,"R insula, precentral gyrus",48 6 6,,,,,,,,,,,,,,
171,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DMN - Posteiror cingulate cortex,1 -55 17,,,R inferior parietal lobule,60 -36 21,,,,,,,,,,,,,,
172,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - L Bilateral intraparietal sulcus,-27 -52 57,"L superior tempporal gyrus, angular gyrus",-48 -33 1,"L, R precuneus",-15 -75 48,,,,,,,,,,,,,,
173,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - L Bilateral intraparietal sulcus,-27 -52 57,L middle/medial frontal gyrus,-21 60 18,"L,R cerebellum",12 -69 -36,,,,,,,,,,,,,,
174,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - L Bilateral intraparietal sulcus,-27 -52 57,L superior frontal gyrus,-9 21 60,"R middle frontal, precentral gyrus",39 -3 36,,,,,,,,,,,,,,
175,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - L Bilateral intraparietal sulcus,-27 -52 57,L middle/superior temporal gyrus,-54 6 -33,R cerebellum,21 -51 -18,,,,,,,,,,,,,,
176,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - L Bilateral intraparietal sulcus,-27 -52 57,R superior temporal gyrus,60 -15 3,L inferior parietal lobule,-36 -48 45,,,,,,,,,,,,,,
177,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - L Bilateral intraparietal sulcus,-27 -52 57,R precental gyrus,36 -18 57,,,,,,,,,,,,,,,,
178,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - L Bilateral intraparietal sulcus,-27 -52 57,L fusiform gyrus,-45 -48 -15,,,,,,,,,,,,,,,,
179,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - L Bilateral intraparietal sulcus,-27 -52 57,R medial frontal gyrus,18 42 12,,,,,,,,,,,,,,,,
180,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - L Bilateral intraparietal sulcus,-27 -52 57,R superior frontal gyrus,18 51 27,,,,,,,,,,,,,,,,
181,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - R Bilateral intraparietal sulcus,24 -56 55,"L superior tempporal gyrus, angular gyrus",-48 -33 1,"L, R precuneus",-15 -75 48,,,,,,,,,,,,,,
182,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - R Bilateral intraparietal sulcus,24 -56 55,L middle/medial frontal gyrus,-21 60 18,"L,R cerebellum",12 -69 -36,,,,,,,,,,,,,,
183,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - R Bilateral intraparietal sulcus,24 -56 55,L superior frontal gyrus,-9 21 60,"R middle frontal, precentral gyrus",39 -3 36,,,,,,,,,,,,,,
184,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - R Bilateral intraparietal sulcus,24 -56 55,L middle/superior temporal gyrus,-54 6 -33,R cerebellum,21 -51 -18,,,,,,,,,,,,,,
185,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - R Bilateral intraparietal sulcus,24 -56 55,R superior temporal gyrus,60 -15 3,L inferior parietal lobule,-36 -48 45,,,,,,,,,,,,,,
186,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - R Bilateral intraparietal sulcus,24 -56 55,R precental gyrus,36 -18 57,,,,,,,,,,,,,,,,
187,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - R Bilateral intraparietal sulcus,24 -56 55,L fusiform gyrus,-45 -48 -15,,,,,,,,,,,,,,,,
188,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - R Bilateral intraparietal sulcus,24 -56 55,R medial frontal gyrus,18 42 12,,,,,,,,,,,,,,,,
189,15,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,95,,90,,85,,,17,14,13.2,3.2,13.1,3.3,,,,,,,,0.01,0.1,,,1,1,1,,,Global mean,,,,DAN - R Bilateral intraparietal sulcus,24 -56 55,R superior frontal gyrus,18 51 27,,,,,,,,,,,,,,,,
190,16,"Kleinhans, N. M., Reiter, M. A., Neuhaus, E., Pauley, G., Martin, N., Dager, S., & Estes, A. (2016). Subregional differences in intrinsic amygdala hyperconnectivity and hypoconnectivity in autism spectrum disorder. Autism Research, 9(7), 760-772.",2000,200,,Closed,3,22,6,16,9,,,,,,25.57,8.99,22.53,5.98,,,,110.28,12.31,111.71,10.86,0.01,,5,,,,1,,,,3dRETROICOR,,1,L centromedial nuclei,-23 -8 -10,,,"L Occipital pole, Lingual gyrus, intracalcarine",-18 -98 0,"Used 3Ddespike from AFNI to removie the spikes in the data, Used MELODIC to denoide the data. ROI approach to test for connectivity differences in the right and left nucleus accumbens","FSL, AFNI","
3T Phillips Achieva MR system",4,1,1,Original,Yes,No,79,0,"Kleinhans et al. analysed amygdala at subregional level by analyzing its FC with the whole brain in a seed-voxel manner   except nucleus accumbens whcich due to being small in size was analzed in seed-roi manner. The 3 subregions were cnetromedial (CM), laterobasal(LB) and superficial (SF). The authors observed  CM and SF to be overconnected and LB to be over connected with multiple regions of the brain. ","@article{kleinhans2016subregional,
  title={Subregional differences in intrinsic amygdala hyperconnectivity and hypoconnectivity in autism spectrum disorder},
  author={Kleinhans, Natalia M and Reiter, Maya A and Neuhaus, Emily and Pauley, Greg and Martin, Nathalie and Dager, Stephen and Estes, Annette},
  journal={Autism Research},
  volume={9},
  number={7},
  pages={760--772},
  year={2016},
  publisher={Wiley Online Library}
}
",FIQ and VIQ >= 80
191,16,,2000,200,,Closed,3,22,6,16,9,,,,,,25.57,8.99,22.53,5.98,,,,110.28,12.31,111.71,10.86,0.01,,5,,,,1,,,,3dRETROICOR,,1,R laterobasal nuclei,26 -7 -21,"L Nucleus accumbens (putamen, caudate)",-12 10 -8,,,,,,,,,,,,,,,,
192,16,,2000,200,,Closed,3,22,6,16,9,,,,,,25.57,8.99,22.53,5.98,,,,110.28,12.31,111.71,10.86,0.01,,5,,,,1,,,,3dRETROICOR,,1,R superficial nuclei,23 -4 -11,,,"R VIIIb (pons, medulla,VIIIa,Vllla)",24 -46 -48,,,,,,,,,,,,,,
193,16,,2000,200,,Closed,3,22,6,16,9,,,,,,25.57,8.99,22.53,5.98,,,,110.28,12.31,111.71,10.86,0.01,,5,,,,1,,,,3dRETROICOR,,1,R superficial nuclei,23 -4 -11,,,"R Occipital fusiform gyrus (lateral occipital cortex, crus I, occipital pole)",30 -86 -20,,,,,,,,,,,,,,
194,16,,2000,200,,Closed,3,22,6,16,9,,,,,,25.57,8.99,22.53,5.98,,,,110.28,12.31,111.71,10.86,0.01,,5,,,,1,,,,3dRETROICOR,,1,R superficial nuclei,23 -4 -11,,,"R Frontal pole (superior frontal gyrus, paracingulate gyrus)",8 38 60,,,,,,,,,,,,,,
195,16,,2000,200,,Closed,3,22,6,16,9,,,,,,25.57,8.99,22.53,5.98,,,,110.28,12.31,111.71,10.86,0.01,,5,,,,1,,,,3dRETROICOR,,1,R superficial nuclei,23 -4 -11,,,"L Lateral occipital cortex (crus I, occipital pole)",-44 -70 16,,,,,,,,,,,,,,
196,16,,2000,200,,Closed,3,22,6,16,9,,,,,,25.57,8.99,22.53,5.98,,,,110.28,12.31,111.71,10.86,0.01,,5,,,,1,,,,3dRETROICOR,,1,R superficial nuclei,23 -4 -11,,,"L Lateral occipital cortex, inferior division",-46 -78 -22,,,,,,,,,,,,,,
197,17,"Yerys, B. E., Gordon, E. M., Abrams, D. N., Satterthwaite, T. D., Weinblatt, R., Jankowski, K. F., ... & Vaidya, C. J. (2015). Default mode network segregation and social deficits in autism spectrum disorder: Evidence from non-medicated children. NeuroImage: Clinical, 9, 223-232.",2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,PCC,0 -53 6,Nucleus Accumbens,-6 20 -4,Supramarginal Gyrus,54 -40 32,"
age, sex, Full-Scale IQ, and root mean squared volume-to-volume dis-placement of all voxels as covariates of no interest.",FSL,"
3 T Siemens Trio scanner",4,,1,Original,None,None,80,0,Yerys et al. analyzed the FC 6 DMN regions with the whole brain voxels and observed a mix of over and underconnectivity in ASD as compared to controls. They also used graph theoretic approaches (that is beyond the scope of this review) to demostrate the potential of some DMN regions to be considered as endophenotype for social defects.,"@article{yerys2015default,
  title={Default mode network segregation and social deficits in autism spectrum disorder: Evidence from non-medicated children},
  author={Yerys, Benjamin E and Gordon, Evan M and Abrams, Danielle N and Satterthwaite, Theodore D and Weinblatt, Rachel and Jankowski, Kathryn F and Strang, John and Kenworthy, Lauren and Gaillard, William D and Vaidya, Chandan J},
  journal={NeuroImage: Clinical},
  volume={9},
  pages={223--232},
  year={2015},
  publisher={Elsevier}
}",
198,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,PCC,0 -53 6,Medial prefrontal cortex,10 48 -8,Lingual Gyrus,18 -48 -10,,,,,,,,,,,,,,
199,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,PCC,0 -53 6,Orbitofrontal cortex,32 38 -10,Occipital Pole,-8 -92 8,,,,,,,,,,,,,,
200,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,PCC,0 -53 6,Cerebellum,0 -48 -30,Occipital pole,18 -92 26,,,,,,,,,,,,,,
201,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,PCC,0 -53 6,,,Fusiform Gyrus,-30 -48 -14,,,,,,,,,,,,,,
202,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,PCC,0 -53 6,,,Fusiform Gyrus,38 -66 -20,,,,,,,,,,,,,,
203,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,MPFC,0 52 -6,Precuneus/PCC,-2 -58 24,Cerebellum,-26 -50 -24,,,,,,,,,,,,,,
204,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,MPFC,0 52 -6,Temporal pole,36 14 -26,,,,,,,,,,,,,,,,
205,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,MPFC,0 52 -6,Pallidum,16 -8 -2,,,,,,,,,,,,,,,,
206,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Left AG,-48 -62 36,,,Pallidum,-16 -2 -2,,,,,,,,,,,,,,
207,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Left AG,-48 -62 36,,,Putamen,-26 -14 8,,,,,,,,,,,,,,
208,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Left AG,-48 -62 36,,,Insula,40 -16 -2,,,,,,,,,,,,,,
209,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Right AG,46 -62 32,Lateral Occipital,28 -76 40,Frontal pole,-28 48 28,,,,,,,,,,,,,,
210,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Right AG,46 -62 32,Frontal pole,20 38 -6,Mid cingulate/SMA,8 -2 48,,,,,,,,,,,,,,
211,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Left Hippocampus,-24 -22 -20,Lingual gyrus,4 -90 -10,pSTG,48 -36 0,,,,,,,,,,,,,,
212,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Left Hippocampus,-24 -22 -20,,,Cerebellum,-2 -44 -8,,,,,,,,,,,,,,
213,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Left Hippocampus,-24 -22 -20,,,Pallidum,-22 -8 0,,,,,,,,,,,,,,
214,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Left Hippocampus,-24 -22 -20,,,Thalamus,-14 -32 2,,,,,,,,,,,,,,
215,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Left Hippocampus,-24 -22 -20,,,Cerebellum,42 -64 -26,,,,,,,,,,,,,,
216,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Right Hippocampus,24 -22 -20,Lateral Occipital,-42 -82 10,Middle cingulate,10 -22 42,,,,,,,,,,,,,,
217,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Right Hippocampus,24 -22 -20,Postcentral gyrus,68 -14 30,,,,,,,,,,,,,,,,
218,17,,2000,"154,150",,Open,3,18,4,18,4,,,,,,11.37,1.56,11.41,1.51,,,,112.68,13.66,117.64,10.67,0.01,0.08,7,1,1,1,1,,,,,,,Right Hippocampus,24 -22 -20,Occipital Pole,0 -94 28,,,,,,,,,,,,,,,,
219,18,"Hoffmann, F., Koehne, S., Steinbeis, N., Dziobek, I., & Singer, T. (2016). Preserved self-other distinction during empathy in autism is linked to network integrity of right supramarginal gyrus. Journal of autism and developmental disorders,46(2), 637-648.",ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,77,0,78,0,,,,,,25.5,6.1,25.4,6.9,,,,108.1,16.3,115.6,11.9,0.01,0.08,8,,1,1,1,,1,,,,,rTPJ,51 -52 21,Left TPJ,-42 -66 21,,,"number of sites, age and FIQ were included in the model as covariates of no interest.",DPARSF,ABIDE,4,,1,ABIDE 1,-,-,-,-1,"Hoffman et al. worked with high functioning Autistic subjects to study 2 regions - rSMG which is involved in emotional egocentricity and rTPJ which is involved in theory of mind (TOM) and observed that ADS showed reduced resting state  functional connectivity from rTPJ to lTPJ, precuneus, PCC and MPFC. But interestingly didn't find any significant difference in the autistic and neurotypical group for rSMG seed, pointing to the intact emotion egocentrivity.","@article{hoffmann2016preserved,
  title={Preserved self-other distinction during empathy in autism is linked to network integrity of right supramarginal gyrus},
  author={Hoffmann, Ferdinand and Koehne, Svenja and Steinbeis, Nikolaus and Dziobek, Isabel and Singer, Tania},
  journal={Journal of autism and developmental disorders},
  volume={46},
  number={2},
  pages={637--648},
  year={2016},
  publisher={Springer}
}
",
220,18,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,77,0,78,0,,,,,,25.5,6.1,25.4,6.9,,,,108.1,16.3,115.6,11.9,0.01,0.08,8,,1,1,1,,1,,,,,rTPJ,51 -52 21,Left middle frontal gyrus,-21 21 39,,,,,,,,,,,,,,,,
221,18,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,77,0,78,0,,,,,,25.5,6.1,25.4,6.9,,,,108.1,16.3,115.6,11.9,0.01,0.08,8,,1,1,1,,1,,,,,rTPJ,51 -52 21,Left precuneus,-3 -63 27,,,,,,,,,,,,,,,,
222,18,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,77,0,78,0,,,,,,25.5,6.1,25.4,6.9,,,,108.1,16.3,115.6,11.9,0.01,0.08,8,,1,1,1,,1,,,,,rTPJ,51 -52 21,Right superior frontal gyrus,6 66 0,,,,,,,,,,,,,,,,
223,18,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,77,0,78,0,,,,,,25.5,6.1,25.4,6.9,,,,108.1,16.3,115.6,11.9,0.01,0.08,8,,1,1,1,,1,,,,,rTPJ,51 -52 21,Right TPJ,39 -60 27,,,,,,,,,,,,,,,,
224,18,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,77,0,78,0,,,,,,25.5,6.1,25.4,6.9,,,,108.1,16.3,115.6,11.9,0.01,0.08,8,,1,1,1,,1,,,,,rTPJ,51 -52 21,Right middle frontal gyrus,27 33 45,,,,,,,,,,,,,,,,
225,19,"Fishman, I., Datko, M., Cabrera, Y., Carper, R. A., & Müller, R. A. (2015). Reduced integration and differentiation of the imitation network in autism: A combined functional connectivity magnetic resonance imaging and diffusion‐weighted imaging study. Annals of neurology, 78(6), 958-969.",2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Left IFG,-6 12 14,,,Precuneus,9 -54 37,,FSL,"
GE (Milwaukee, WI) 3T MR750 scanner",4,,1,Original,Yes,Yes,-,0,Fishman et al. did a multimodal investigation of the imitation network of the brain by using resting state fMRI and DTI. They then defined 14 ROIs comprising the imitation network using meta analysis. They performed whole brain seed-voxel FC analysis for each of the 14 seeds. Between group level analysis yielded both significant over and underconnectivity of multiple seeds in ASD. They concluded that in ASD the immitation network has increased connectivity of immitation regions with the  regions outside immitation network  but reduced connectivity within imitation network.,"@article{fishman2015reduced,
  title={Reduced integration and differentiation of the imitation network in autism: A combined functional connectivity magnetic resonance imaging and diffusion-weighted imaging study},
  author={Fishman, Inna and Datko, Michael and Cabrera, Yuliana and Carper, Ruth A and M{\""u}ller, Ralph-Axel},
  journal={Annals of neurology},
  volume={78},
  number={6},
  pages={958--969},
  year={2015},
  publisher={Wiley Online Library}
}
",
226,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Left IFG,-6 12 14,,,L angular gyrus,-49 -72 36,,,,,,,,,,,,,,
227,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Left IFG,-6 12 14,,,Frontal eye fields,-28 -17 54,,,,,,,,,,,,,,
228,19,,2000,185,6.1,Open,3,28,7,31,4,,,,,,13.2,2.5,13.7,2.4,,,,107,18,109,10,0.008,0.08,6,,1,1,1,,1,,,,,Left SI/IPS5: primary somatosensory cortex/intraparietal sulcus,-38 -40 50,R primary somatosensory cortex,57 -21 -58,,,,,,,,,,,,,,,,
